epoch,step,train_loss_epoch,train_loss_step,val_loss
0,199,,0.11600037664175034,
0,224,,,0.09128615260124207
0,224,0.11680521070957184,,
1,399,,0.11801812797784805,
1,449,,,0.09140166640281677
1,449,0.11614708602428436,,
2,599,,0.11009813100099564,
2,674,,,0.09169673919677734
2,674,0.11586201190948486,,
3,799,,0.11676260828971863,
3,899,,,0.091707244515419
3,899,0.11567354947328568,,
4,999,,0.11216068267822266,
4,1124,,,0.09185532480478287
4,1124,0.11550524830818176,,
5,1199,,0.12188863009214401,
5,1349,,,0.09200604259967804
5,1349,0.11539523303508759,,
6,1399,,0.11010650545358658,
6,1574,,,0.09203119575977325
6,1574,0.1152985468506813,,
7,1599,,0.11498130857944489,
7,1799,,0.11130187660455704,
7,1799,,,0.09220946580171585
7,1799,0.11520471423864365,,
8,1999,,0.1142459362745285,
8,2024,,,0.09206032007932663
8,2024,0.11513596028089523,,
9,2199,,0.11808941513299942,
9,2249,,,0.09231922775506973
9,2249,0.11504793167114258,,
10,2399,,0.11360464245080948,
10,2474,,,0.09228388220071793
10,2474,0.11499258130788803,,
11,2599,,0.11412453651428223,
11,2699,,,0.09221857786178589
11,2699,0.11492442339658737,,
12,2799,,0.11280461400747299,
12,2924,,,0.09241525083780289
12,2924,0.11488400399684906,,
13,2999,,0.11509235203266144,
13,3149,,,0.09231463819742203
13,3149,0.11483512818813324,,
14,3199,,0.11684074252843857,
14,3374,,,0.09244877845048904
14,3374,0.11477875709533691,,
15,3399,,0.109315425157547,
15,3599,,0.10662242025136948,
15,3599,,,0.09226364642381668
15,3599,0.11475038528442383,,
16,3799,,0.12020104378461838,
16,3824,,,0.0927349254488945
16,3824,0.11470664292573929,,
17,3999,,0.12160995602607727,
17,4049,,,0.09254580736160278
17,4049,0.11466442048549652,,
18,4199,,0.11674351245164871,
18,4274,,,0.09259507805109024
18,4274,0.11463063955307007,,
19,4399,,0.11501658707857132,
19,4499,,,0.09261898696422577
19,4499,0.11459637433290482,,
