test_image,feature,coef_scaled,scaler_scale,coef_per_unit_original,abs_coef_scaled
image1,NDAI,-2.033475160418784,0.11498788452333449,-17.684255770494943,2.033475160418784
image1,SD,0.5604765349934542,536.8668007881425,0.001043976893655282,0.5604765349934542
image1,CORR,-0.3732365642021186,0.39012123573331847,-0.9567194246694584,0.3732365642021186
image1,DF,5.5323530961735825,4415.841925110176,0.0012528421963464078,5.5323530961735825
image1,CF,-1.986149616413768,3966.402205631788,-0.0005007433723170302,1.986149616413768
image1,BF,-2.099222488357374,3936.17005512488,-0.000533316004887592,2.099222488357374
image1,AF,1.6224450704395807,4001.6006752058083,0.0004054490195616873,1.6224450704395807
image1,AN,-3.5244581894612965,3852.7568770287603,-0.0009147886310904084,3.5244581894612965
image1,ae0,-0.27491714810958917,1.3582741797753621,-0.2024018067950436,0.27491714810958917
image1,ae1,-0.13197026986974927,2.1391039153262876,-0.06169418368327339,0.13197026986974927
image1,ae2,0.007954151062180687,1.2497047908511472,0.00636482401316817,0.007954151062180687
image1,ae3,0.13550460147276966,1.3745969541630785,0.09857769658399357,0.13550460147276966
image1,ae4,0.44277271839717713,1.1282842009861869,0.39243013241714075,0.44277271839717713
image1,ae5,-0.07267488107549487,1.2700178587392876,-0.057223511130494856,0.07267488107549487
image1,ae6,-0.05934162670177464,1.4884318258734102,-0.03986855539517441,0.05934162670177464
image1,ae7,0.30877002230887685,1.3528847094125356,0.22823084639854815,0.30877002230887685
image1,__intercept__,0.38638566459688,,0.38638566459688,
image2,NDAI,-0.07303155781770852,0.07387233782643897,-0.9886184729836784,0.07303155781770852
image2,SD,1.2709678651922622,595.0299008339726,0.0021359731055715335,1.2709678651922622
image2,CORR,0.1388992721867543,0.40564580298297975,0.342415159149526,0.1388992721867543
image2,DF,1.4086390390114671,4209.896551957811,0.0003346018177944016,1.4086390390114671
image2,CF,-0.5760738349361388,4345.95529494048,-0.0001325540176648385,0.5760738349361388
image2,BF,-1.166072079955698,4284.191262253348,-0.0002721802105871392,1.166072079955698
image2,AF,0.7544464530270835,3990.8882610675228,0.000189042239139333,0.7544464530270835
image2,AN,-0.7974278818795545,3596.156504810552,-0.0002217444877087082,0.7974278818795545
image2,ae0,-0.538362000778122,1.5912669265565325,-0.3383228745557641,0.538362000778122
image2,ae1,-0.2355414846048466,1.8347585755146214,-0.12837737223208284,0.2355414846048466
image2,ae2,-0.02555841992676627,1.1918286238010136,-0.021444710603823757,0.02555841992676627
image2,ae3,0.05047461809662464,1.2723219492316005,0.03967126255041659,0.05047461809662464
image2,ae4,0.029029716991629213,1.1483869232361932,0.025278689964374105,0.029029716991629213
image2,ae5,0.18843168442831168,1.1913916761390646,0.15816098786165858,0.18843168442831168
image2,ae6,0.022573731285454424,1.2611797554363449,0.017898900761885706,0.022573731285454424
image2,ae7,0.19267721080615133,1.201634164533785,0.1603459825735789,0.19267721080615133
image2,__intercept__,-0.11550263316918256,,-0.11550263316918256,
image3,NDAI,-2.462637095479863,0.11042901003306554,-22.300635446632008,2.462637095479863
image3,SD,1.0721465505119046,525.0336194511825,0.002042053138678279,1.0721465505119046
image3,CORR,0.059763633435024846,0.4161556215033355,0.14360885771320966,0.059763633435024846
image3,DF,4.19207417000463,3845.255396728179,0.0010901939500745643,4.19207417000463
image3,CF,-0.25292133467293026,4064.527188930336,-6.2226508254578e-05,0.25292133467293026
image3,BF,-2.9192941320745813,4509.568055273915,-0.000647355599536963,2.9192941320745813
image3,AF,-6.5171888286947075,4669.661573466269,-0.001395644786278811,6.5171888286947075
image3,AN,4.382281278562979,4397.303205677638,0.000996583831859658,4.382281278562979
image3,ae0,0.09435560499189075,1.483578251605431,0.0636000190012123,0.09435560499189075
image3,ae1,-1.0773397487045366,2.1672746564045506,-0.497094240234329,1.0773397487045366
image3,ae2,0.007647676469120613,1.289733881228266,0.005929654621337404,0.007647676469120613
image3,ae3,0.21330424328491238,1.4234495902007358,0.14985022634685088,0.21330424328491238
image3,ae4,0.46812291274998247,0.9799755960555969,0.47768833696897944,0.46812291274998247
image3,ae5,-0.2947812926490823,1.313129082901926,-0.22448767336539047,0.2947812926490823
image3,ae6,-0.7162142820674713,1.4101623416106595,-0.5078949146021199,0.7162142820674713
image3,ae7,-0.08149355435966837,1.3201109651359422,-0.06173235168247871,0.08149355435966837
image3,__intercept__,0.12248668246502865,,0.12248668246502865,
