epoch,step,train_loss_epoch,train_loss_step,val_loss
0,199,,0.11940675973892212,
0,224,,,0.08811504393815994
0,224,0.11888851970434189,,
1,399,,0.11820819228887558,
1,449,,,0.08820361644029617
1,449,0.11841034889221191,,
2,599,,0.11393540352582932,
2,674,,,0.08827585726976395
2,674,0.11819068342447281,,
3,799,,0.11752928048372269,
3,899,,,0.08833477646112442
3,899,0.11803922057151794,,
4,999,,0.12295923382043839,
4,1124,,,0.0883980393409729
4,1124,0.11792314052581787,,
5,1199,,0.11327014863491058,
5,1349,,,0.08844954520463943
5,1349,0.11782867461442947,,
6,1399,,0.11550166457891464,
6,1574,,,0.08851197361946106
6,1574,0.11774864047765732,,
7,1599,,0.12000161409378052,
7,1799,,0.11201686412096024,
7,1799,,,0.08855852484703064
7,1799,0.11767896264791489,,
8,1999,,0.127391055226326,
8,2024,,,0.08859472721815109
8,2024,0.117618128657341,,
9,2199,,0.11276037991046906,
9,2249,,,0.08864442259073257
9,2249,0.11756378412246704,,
10,2399,,0.12318331003189087,
10,2474,,,0.0886830985546112
10,2474,0.11751455813646317,,
11,2599,,0.11555887013673782,
11,2699,,,0.08872318267822266
11,2699,0.11746909469366074,,
12,2799,,0.1231023520231247,
12,2924,,,0.08874846249818802
12,2924,0.11742822825908661,,
13,2999,,0.11445926129817963,
13,3149,,,0.08878083527088165
13,3149,0.11738966405391693,,
14,3199,,0.10737035423517227,
14,3374,,,0.08881683647632599
14,3374,0.117354616522789,,
15,3399,,0.12528130412101746,
15,3599,,0.1196686327457428,
15,3599,,,0.08884599059820175
15,3599,0.11732149869203568,,
16,3799,,0.11941104382276535,
16,3824,,,0.08887620270252228
16,3824,0.11729010194540024,,
17,3999,,0.12179061770439148,
17,4049,,,0.08891066908836365
17,4049,0.11726094037294388,,
18,4199,,0.11022709310054779,
18,4274,,,0.088927261531353
18,4274,0.1172327995300293,,
19,4399,,0.11446427553892136,
19,4499,,,0.08896037936210632
19,4499,0.11720657348632812,,
