noise_frac,train_accuracy,train_auc,test_accuracy,test_auc
0.0,0.9791238713992261,0.9982712107274636,0.9493195911455478,0.9868438197748749
0.05,0.975636554722209,0.9975119303943109,0.9493195911455478,0.9868438197748749
0.1,0.9686778451886177,0.9961499106624521,0.9493195911455478,0.9868438197748749
0.2,0.9291151132979825,0.9873373895373067,0.9493195911455478,0.9868438197748749
0.5,0.7585232248921161,0.916526565895533,0.9493195911455478,0.9868438197748749
1.0,0.615495469673084,0.7916651665464192,0.9493195911455478,0.9868438197748749
