model_name,feature_set,mean_roc_auc,mean_f1,mean_accuracy,mean_precision,mean_recall
lda_shrinkage,ae_only,0.9100272034363908,0.6677550164574974,0.7878466055213535,0.824480207222612,0.5624334316593478
lda_shrinkage,combined,0.8727995766388533,0.644138605832271,0.8085144315251266,0.8164670775843609,0.5673109686924734
lda_shrinkage,handcrafted,0.8242314155058352,0.6425793940935475,0.8149529231993099,0.8300435218589176,0.5659801573656836
