model_name,feature_set,mean_roc_auc,mean_f1,mean_accuracy,mean_precision,mean_recall
rf_regularized,ae_only,0.923764025938023,0.7933920238832535,0.8334386065570384,0.7825702630199064,0.825375945856608
rf_regularized,combined,0.9034459628185045,0.7913723175324648,0.7770758360870825,0.7418077365863137,0.9115986830138555
rf_regularized,handcrafted,0.8710516080974054,0.7939313646136407,0.7744990344028252,0.7248311836923826,0.933826678941657
