feature,perm_mean,perm_std
ae_0,0.09414905694785033,0.0002646767713182364
ae_5,0.08014188733889435,0.000375340415242838
ae_4,0.055042559296889434,0.0002023637131262826
ae_1,0.04873201454954277,0.00025156937424454116
ae_3,0.04728282202688498,0.00042387820699876533
ae_2,0.044395772359435946,0.00017299193063154307
ae_7,0.03818089028281557,0.0005465898284374969
ae_6,0.009684767055928268,6.469716436213468e-05
