feature,mdi_importance
ae_5,0.2606043770226298
ae_7,0.17537046401863843
ae_4,0.11478818618908274
ae_0,0.1100726865495506
ae_1,0.10109188287831954
ae_2,0.10077245425843134
ae_3,0.08195674940041552
ae_6,0.055343199682931984
