feature,mean_near_boundary,mean_far_from_boundary,std_near_boundary,std_far_from_boundary
SD,605.2265293996027,688.3948235408416,633.0195021227328,483.437778035013
CORR,0.47251873097119657,0.09692672794137937,0.3350700802334393,0.27297853464637994
