iter,train_loss,val_loss
134,-0.1179510129265319,-0.13332091114257724
135,-0.1177851091162623,-0.1331715076449031
136,-0.11761222840367175,-0.13309418323805808
137,-0.11746599694160266,-0.13296123087819242
138,-0.11729823216386798,-0.13281354805617174
139,-0.1171420221715279,-0.1327652083338879
140,-0.11699063028227014,-0.13266073270139295
141,-0.11676507781494852,-0.13248193687075477
142,-0.11663950978927225,-0.13239512087531355
143,-0.11646275238157514,-0.13230076292919987
144,-0.11637434151064398,-0.13225443373758702
145,-0.11623097115504695,-0.13220893592926447
146,-0.11605205606341643,-0.13207737869852054
147,-0.11587737872664276,-0.13195043854888386
148,-0.11564548012452247,-0.13177770569114386
149,-0.11539662351874934,-0.13155846686527078
150,-0.1152534254431664,-0.13151380812878746
151,-0.11500400762066978,-0.13130461718011627
152,-0.11482682630011312,-0.13118866796353074
153,-0.11468950245656888,-0.1311286994684962
154,-0.11452924945787926,-0.13102864010629303
155,-0.11437118678539601,-0.1309554156215531
156,-0.11421916111444913,-0.13087359259393475
157,-0.11406779282066765,-0.13072064223487834
158,-0.1139089799069818,-0.13061198446307234
159,-0.11376118360538429,-0.13053157822190517
160,-0.11360645153531498,-0.1304125436060496
161,-0.11348157792377286,-0.1303499124249781
162,-0.11331662762535603,-0.13022257786912905
163,-0.11312369561567771,-0.13009369050005565
164,-0.11297303828823671,-0.13001235907906264
165,-0.1128482722768018,-0.1299394369236196
166,-0.1126232466543897,-0.12976541022577495
167,-0.11248704779957153,-0.12970183849211883
168,-0.11239440894184678,-0.12964810814408897
169,-0.1122015638070334,-0.12951262293642232
170,-0.11209528792643521,-0.12941509477200722
171,-0.111955946384297,-0.1293299614020666
172,-0.11177482248732512,-0.12921664570712743
173,-0.11167524147045836,-0.1291765490164365
174,-0.11151378268277576,-0.1290705281204538
175,-0.11135791378218733,-0.12891516302043388
176,-0.11124407878806013,-0.1288551380662611
177,-0.11115654347701746,-0.12881914635624314
178,-0.11100677719817939,-0.12874002241839538
179,-0.1108624853498549,-0.12866419620878708
180,-0.11076626665381516,-0.12860642323921534
181,-0.1105451107558296,-0.12846022857510128
182,-0.11032259070539648,-0.1282947511729577
183,-0.11014215862651894,-0.128170290743448
184,-0.11003508211064596,-0.12811560176528938
185,-0.10987156829814107,-0.1280516187579999
186,-0.10978724746458034,-0.12798806491199313
187,-0.10968870637511427,-0.12795451245796333
188,-0.10958359245937505,-0.12789373420410066
189,-0.10945865886628492,-0.12781878021663728
190,-0.10937042970614352,-0.1277917891844443
191,-0.10921235710062566,-0.12771688358812583
192,-0.10905872717673668,-0.1276380246739615
193,-0.1089430202975145,-0.1276073953317515
194,-0.10879004135129793,-0.12756116649061655
195,-0.10864809013290856,-0.12748550629063946
196,-0.10852884112324548,-0.12745278368553262
197,-0.10840308954523502,-0.127405528029869
198,-0.10831943485203664,-0.12735252393497423
199,-0.10822049905544256,-0.12731684850520006
200,-0.10810618094421524,-0.12724594437896894
201,-0.1079114732692344,-0.1270984134754693
202,-0.10780939808908087,-0.12703834332110622
203,-0.10772903216704516,-0.12702164163433471
204,-0.10764842053285523,-0.12700094952252108
205,-0.10753498285170063,-0.1269305645834237
206,-0.10739006429483511,-0.12683223449951844
207,-0.10726472537045185,-0.1267889905669037
208,-0.10714628218536859,-0.12671540861945527
209,-0.10699862756538261,-0.12663331970388733
210,-0.10691519804746555,-0.12660812679117053
211,-0.10683375045166117,-0.12659119862068152
212,-0.10673310033986957,-0.12655484950300547
213,-0.1066485872289401,-0.12649637897148752
214,-0.10648322483759293,-0.12637921491874704
215,-0.10634141751629417,-0.12631324811550287
216,-0.10615916048562078,-0.12615719550290036
217,-0.10604781516196846,-0.12611726446222823
218,-0.10598605292046274,-0.12612223427214614
219,-0.1058853956263262,-0.12609780825469735
220,-0.10576334914832419,-0.12599671761988124
221,-0.10563155836399327,-0.1259359400861464
222,-0.10546852047947733,-0.12583129250091918
223,-0.10541388615710769,-0.12583355340010868
224,-0.10534787998907878,-0.12580977427049325
225,-0.10517531097078296,-0.12563456030520595
226,-0.1050854059305917,-0.12558463441518122
227,-0.10499924352365167,-0.12556425285552655
228,-0.10494531971149257,-0.1255620073658695
229,-0.1048284138097379,-0.12555063009691766
230,-0.10473961232804443,-0.12552433687371656
231,-0.10457675437885665,-0.12546002732481912
232,-0.10446471971823462,-0.12539795883682828
233,-0.10432443058984096,-0.12531470319863627
234,-0.1042602042474817,-0.12527777862419157
235,-0.10416276470949129,-0.12523727448728084
236,-0.1040296750103421,-0.1251488476728612
237,-0.10395248989742815,-0.12511430151787756
238,-0.10389339260962169,-0.12508449193507645
239,-0.10381686411176909,-0.12508392628323367
240,-0.10371480542324839,-0.1250401490534042
241,-0.10355766982833674,-0.12495238013938957
242,-0.1034436098016951,-0.12489786545426663
243,-0.10338322072335263,-0.12487915340105385
244,-0.10332498190681941,-0.12486538419844272
245,-0.10322486975624603,-0.12481820344627285
246,-0.10317077845888276,-0.12480192221299657
247,-0.10303307497010991,-0.12471923698784378
248,-0.10294148735306415,-0.1246665707882639
249,-0.10284412356671317,-0.12458818054008404
250,-0.10276217447027745,-0.1245651133502771
251,-0.10266725038501784,-0.12451895489836003
252,-0.10251409538086902,-0.12438959003212233
253,-0.10243170346928698,-0.12435922088747775
254,-0.10228306353281172,-0.12427219984775816
255,-0.10218281310636704,-0.12422099335263126
256,-0.10208304229948943,-0.12418049950136317
257,-0.10191568924062816,-0.12405852832691637
258,-0.10183035461050655,-0.1240353702014762
259,-0.10176546539669006,-0.12401254302167036
260,-0.1016850825469414,-0.12397572362538438
261,-0.10151735506909053,-0.1239102569952848
262,-0.101462772702937,-0.12388399967828265
263,-0.1013493769721943,-0.12377504021553326
264,-0.10124291489996416,-0.12372147221679483
265,-0.10115538839898602,-0.12363559310200313
266,-0.10105879201059575,-0.12362196395502993
267,-0.10095775210320466,-0.123572940174056
268,-0.10088097702200469,-0.1235474089358219
269,-0.10081139819852424,-0.12351201188593693
270,-0.10072485789539119,-0.12345993874120226
271,-0.10065135823537646,-0.12342740059796087
272,-0.10052837205197507,-0.1233524191529044
273,-0.1004551600398218,-0.12333197643660282
274,-0.10033099978657552,-0.12324945499820703
275,-0.10028318184784897,-0.12323064073792563
276,-0.10023538574896504,-0.12321891746414854
277,-0.10018902639360923,-0.12319582672161813
278,-0.10011380580630957,-0.12316213854135277
279,-0.1000097987764487,-0.123090755901996
280,-0.09988776422920422,-0.1230389152265192
281,-0.09975308401497475,-0.12296584735904366
282,-0.0996714196918529,-0.1229424544161399
283,-0.09962606810037249,-0.12291713963329035
284,-0.09955107113893975,-0.12286866609188148
285,-0.09950455130217987,-0.12286253576008874
286,-0.09942668225583173,-0.12280328789717515
287,-0.09931227651215628,-0.12271733189424504
288,-0.09927056788721363,-0.12271009227533305
289,-0.0991948388419283,-0.12272563331195799
290,-0.09910244285114751,-0.12270737200240024
291,-0.09902071857189108,-0.1226830062573041
292,-0.09889097438980424,-0.1225822965646512
293,-0.09876198213391063,-0.12245022502962462
294,-0.09871866263754332,-0.12244822180971504
295,-0.09865897528515423,-0.12242916665401593
296,-0.09858204479722774,-0.12239800972095811
297,-0.0984838089893213,-0.1223334440059909
298,-0.0983610147114449,-0.12223537055180116
299,-0.0982514646174908,-0.12220707792214007
300,-0.09813652314068783,-0.122134834164694
301,-0.09802954554849123,-0.12206617720348654
302,-0.09794110919032979,-0.12205507830703684
303,-0.0978413834156393,-0.12200140532581834
304,-0.09774888960712035,-0.12195746719658865
305,-0.09768149666540073,-0.12194590640510448
306,-0.09759847065953167,-0.12190499877509876
307,-0.09750332155412779,-0.12187373180155901
308,-0.0974144072952615,-0.12187912512339574
309,-0.09732969840494948,-0.12186743877840718
310,-0.09727294144417298,-0.12186535503927745
311,-0.09719231555570958,-0.12185119655566641
312,-0.0971392192401574,-0.12182846877387869
313,-0.09705039274935526,-0.12174373926741239
314,-0.09696402471405507,-0.1217079375637673
315,-0.09689437443537183,-0.12171034161293172
316,-0.09681029811701865,-0.12165033178458613
317,-0.09675254606192933,-0.1216611362682531
318,-0.0966511381722847,-0.12160935429844627
319,-0.09658610700929215,-0.12160237134379992
320,-0.09652627625898302,-0.12159049753694508
321,-0.09641233710023878,-0.1215588395290193
322,-0.09632024188494459,-0.12154939995644468
323,-0.09625871254356785,-0.12151947887283947
324,-0.09618664473996438,-0.12149144251282322
325,-0.09611526277371657,-0.12148669463686734
326,-0.09603765056837886,-0.12145807252975412
327,-0.09599844833518854,-0.12146147569767463
328,-0.0959166984297633,-0.1214121024836527
329,-0.09583772788899986,-0.12133338523146264
330,-0.09575591455363626,-0.12133363466485245
331,-0.09568949147291082,-0.12132343039771311
332,-0.09565436464638548,-0.12131149735720832
333,-0.0955796517445179,-0.12130055617720867
334,-0.09550488824275653,-0.12129464545245058
335,-0.0954410356670055,-0.12127255185266442
336,-0.0953880073671203,-0.12126432810385201
337,-0.095311783637057,-0.12121804817841755
338,-0.09520983425612888,-0.12115894599756032
339,-0.09514612559005453,-0.1211493643412783
340,-0.09508674564324648,-0.12115226753100229
341,-0.0949882300339802,-0.12108468410121177
342,-0.09493867620529124,-0.12109614241144012
343,-0.09482845070977933,-0.12107932846153786
344,-0.09478641913491234,-0.12105770734271135
345,-0.09469359891053297,-0.12104582241278117
346,-0.09462419604529151,-0.12099581901981898
347,-0.09455884252435749,-0.12092753135323145
348,-0.0944385918755279,-0.12084560694757905
349,-0.09436422422998471,-0.12081343024485715
350,-0.09429700759498791,-0.12076918541851457
351,-0.09421470280518754,-0.12072607710560626
